Institute Id,Institute Name,City,State,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17,Score_16,Rank_16,TLR_16,RPC_16,GO_16,OI_16,Perception_16
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.67,1.0,79.13,91.48,78.23,58.39,100.0,84.18,1.0,82.22,92.16,82.89,52.84,100.0,82.28,1.0,83.16,89.24,78.57,48.47,100.0,82.16,1.0,84.54,91.08,75.48,43.7,100.0,,,,,,,,91.81,1,94.45,96.12,100.0,67.18,100.0
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,67.99,2.0,71.19,44.96,95.07,73.36,67.88,70.16,2.0,74.98,44.8,100.0,75.1,67.24,68.68,2.0,76.75,41.85,99.87,75.87,55.27,67.57,2.0,74.71,42.6,99.12,79.32,46.28,61.53,2.0,62.11,33.96,98.71,82.4,47.27,86.45,3,89.45,84.33,100.0,73.57,98.0
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.02,3.0,64.5,45.0,100.0,53.13,58.57,63.15,3.0,70.91,44.89,85.65,58.76,53.99,64.55,3.0,69.72,46.48,96.37,57.01,47.28,63.52,3.0,65.15,50.76,95.42,53.13,43.62,58.92,3.0,47.85,49.96,94.36,62.97,44.01,81.22,7,70.28,81.11,92.6,87.75,99.0
IR-O-U-0570,Calcutta University,Kolkata,West Bengal,62.06,4.0,66.2,43.92,91.72,60.98,45.77,61.53,7.0,59.26,48.58,91.03,61.66,47.99,60.87,5.0,62.26,47.1,91.54,60.14,37.39,53.38,14.0,45.47,50.26,86.81,46.72,26.3,48.9,16.0,36.34,44.1,95.76,39.02,17.15,,,,,,,
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,61.23,5.0,64.23,54.33,71.35,65.54,48.36,62.27,4.0,69.65,52.11,73.66,65.83,44.33,59.22,8.0,73.03,43.77,70.28,70.23,31.01,58.46,8.0,74.05,43.56,71.03,58.27,31.44,54.7,9.0,62.9,39.49,65.77,82.17,26.12,74.02,14A,74.39,69.03,100.0,74.02,80.0
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,60.74,6.0,66.44,43.43,86.67,72.35,32.17,61.07,10.0,71.35,38.3,88.52,73.05,31.6,58.07,12.0,73.74,32.04,88.53,71.97,14.26,56.18,12.0,72.33,33.21,82.27,68.86,11.76,51.75,12.0,58.98,27.99,81.63,83.55,9.73,51.51,83,24.13,53.54,100.0,76.4,64.0
IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,60.58,7.0,67.68,48.17,76.05,65.25,40.93,61.51,8.0,75.44,42.62,75.36,66.21,43.95,58.5,9.0,77.91,38.31,69.71,66.78,30.21,57.37,11.0,76.05,44.15,61.29,64.23,26.3,,,,,,,,65.74,32,57.19,61.6,94.55,65.23,94.0
IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,60.33,8.0,51.7,51.72,87.77,50.16,67.31,61.99,5.0,53.38,52.96,90.39,48.67,71.44,60.53,6.0,54.4,54.89,90.28,44.95,51.83,59.68,6.0,57.08,57.07,91.39,36.0,35.5,57.32,5.0,48.64,54.09,91.42,53.37,28.81,,,,,,,
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,59.71,9.0,69.59,40.74,77.44,58.72,52.49,61.7,6.0,71.15,42.93,81.18,54.01,58.32,61.85,4.0,74.81,43.78,83.64,58.77,36.71,60.54,5.0,74.36,45.34,84.45,55.71,21.66,56.3,7.0,57.3,42.77,78.79,78.13,27.06,85.45,4,74.49,89.22,86.71,88.83,98.0
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,58.97,10.0,69.06,40.86,80.06,56.93,42.9,54.3,17.0,70.97,40.78,55.7,57.39,38.99,58.36,11.0,76.69,35.38,85.67,57.56,18.46,57.78,10.0,70.28,36.87,90.56,49.03,26.3,52.74,11.0,58.56,36.2,87.43,51.55,16.62,76.62,10,66.73,84.81,84.96,65.23,86.0
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.34,11.0,62.95,42.77,86.96,50.92,41.49,61.13,9.0,67.66,45.48,85.36,56.22,44.99,58.4,10.0,69.26,44.42,86.04,54.34,16.55,58.24,9.0,70.7,43.64,84.55,55.29,15.04,52.81,10.0,56.39,35.03,85.13,72.26,11.2,,,,,,,
IR-O-U-0120,University of Delhi,Delhi,Delhi,57.09,12.0,42.65,54.23,82.66,59.6,55.37,60.1,11.0,50.18,55.4,85.21,60.37,53.44,57.59,13.0,47.87,53.79,87.18,55.4,41.11,58.69,7.0,52.52,58.16,85.14,51.26,33.15,55.37,8.0,43.48,56.61,82.06,58.6,30.76,83.19,6,68.54,88.86,98.14,82.8,98.0
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,56.63,13.0,48.43,56.83,69.94,59.38,51.16,55.22,16.0,48.71,54.82,67.26,58.15,49.0,51.44,19.0,48.7,47.63,66.55,57.02,35.31,52.68,16.0,50.3,47.42,68.43,60.02,36.71,51.36,14.0,41.65,42.87,75.57,75.99,32.95,,,,,,,
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,56.44,14.0,61.79,47.45,74.17,53.21,35.22,58.3,13.0,67.47,46.47,75.58,52.82,37.18,57.23,14.0,66.93,45.04,76.53,52.11,31.2,55.08,13.0,65.54,41.7,76.95,52.63,22.63,44.29,28.0,45.67,35.58,63.73,62.6,9.11,74.31,14,55.11,80.7,100.0,79.05,86.0
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,56.1,15.0,50.05,55.82,75.96,46.07,45.43,54.1,18.0,51.99,48.02,75.33,46.08,44.07,52.62,15.0,54.67,48.4,72.61,51.49,20.28,51.39,19.0,53.82,48.52,69.18,52.55,15.9,44.95,25.0,41.33,36.82,69.31,55.73,20.69,87.58,2,84.53,96.51,94.0,61.66,97.0
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,54.97,16.0,51.91,43.09,73.11,51.35,67.2,58.71,12.0,56.0,48.61,77.49,52.37,65.89,60.35,7.0,56.39,54.1,78.07,53.16,62.72,62.82,4.0,57.31,60.76,79.15,52.55,63.22,56.5,6.0,46.25,54.58,79.31,60.01,43.94,,,,,,,
IR-O-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,54.74,17.0,55.81,43.13,72.05,59.5,46.97,55.79,15.0,62.76,40.72,72.48,60.97,41.37,50.53,23.0,56.68,34.14,73.06,52.26,34.41,52.15,17.0,61.02,35.56,69.33,57.73,35.32,51.46,13.0,54.83,31.26,73.88,58.5,49.96,76.85,9,86.74,76.72,100.0,36.8,96.0
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,53.24,18.0,68.64,36.45,65.98,50.79,34.35,56.04,14.0,82.4,30.44,69.83,48.72,33.54,51.95,17.0,83.26,25.24,71.18,47.29,4.33,48.98,26.0,84.14,14.18,70.13,44.74,9.85,46.45,21.0,79.17,8.75,66.98,58.08,8.7,72.06,17,96.43,46.76,100.0,65.76,96.0
IR-O-U-0235,Mysore University,Mysuru,Karnataka,52.68,19.0,68.77,18.79,90.54,54.24,28.8,51.84,27.0,62.99,19.55,92.51,54.45,31.3,44.06,54.0,57.3,18.15,78.43,52.67,4.7,,,,,,,,42.83,36.0,41.59,20.1,93.17,53.51,3.44,,,,,,,
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,52.34,20.0,63.89,29.92,71.34,65.89,33.3,53.1,20.0,72.43,25.73,71.13,63.78,30.4,50.31,24.0,72.96,21.17,69.84,61.04,20.02,49.59,24.0,74.34,23.4,66.21,63.07,7.17,46.72,20.0,63.31,17.17,66.02,78.18,15.57,72.25,16A,80.69,57.01,100.0,81.71,80.0
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,52.06,21.0,62.4,27.78,70.0,78.43,31.74,52.33,24.0,67.82,22.59,72.25,76.16,31.3,47.97,31.0,66.01,18.1,71.7,69.38,14.55,44.81,42.0,57.32,22.53,69.57,65.94,3.55,40.47,49.0,46.39,12.75,68.53,69.17,20.95,60.09,53,76.05,54.24,100.0,70.55,0.0
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,51.83,22.0,58.58,38.28,66.3,57.78,37.34,52.22,25.0,63.86,35.91,65.46,57.76,34.2,45.8,40.0,55.55,32.38,65.16,57.13,6.86,46.33,36.0,53.44,34.57,64.43,58.95,11.45,43.5,32.0,43.1,31.09,68.04,65.18,11.1,,,,,,,
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.59,23.0,48.88,40.86,71.57,53.49,50.12,51.85,26.0,50.08,42.83,71.27,54.9,42.39,51.25,21.0,51.02,44.82,72.5,52.89,27.09,50.94,20.0,52.59,44.75,73.16,47.52,23.58,43.13,33.0,36.7,40.79,66.18,47.4,18.99,76.02,12,56.18,84.89,81.93,76.32,97.0
IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,51.1,24.0,55.04,25.59,85.84,54.46,42.86,53.82,19.0,63.77,25.99,86.1,56.86,39.82,52.11,16.0,69.36,23.16,86.61,55.73,14.55,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,50.9,25.0,48.98,43.27,67.55,64.66,32.53,49.02,37.0,50.79,37.48,66.42,62.52,30.1,43.53,58.0,50.11,28.3,65.48,61.94,7.22,42.99,53.0,48.75,30.1,62.95,62.11,5.4,,,,,,,,,,,,,,
IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,50.65,26.0,50.44,42.26,67.3,56.35,37.52,50.65,31.0,56.99,38.79,65.75,55.71,31.88,49.27,27.0,62.13,36.3,65.31,56.58,10.24,47.11,33.0,58.24,34.97,65.36,57.27,3.55,40.78,46.0,39.35,29.05,70.16,49.1,13.17,,,,,,,
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,50.52,27.0,64.77,19.93,89.11,51.53,21.44,52.35,23.0,73.76,19.03,86.0,51.56,21.54,51.21,22.0,74.8,18.84,85.7,51.2,8.59,47.72,30.0,65.16,19.8,83.76,47.6,7.17,43.95,29.0,50.61,14.62,89.18,64.47,0.89,,,,,,,
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,50.46,28.0,61.35,31.82,66.43,53.88,38.17,52.55,22.0,65.37,33.16,68.21,55.23,38.3,51.34,20.0,64.29,33.28,68.26,54.18,30.01,51.52,18.0,66.06,33.4,68.6,53.07,26.52,41.85,41.0,44.22,29.26,62.26,62.75,10.82,,,,,,,
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,50.36,29.0,61.78,34.28,64.91,65.99,19.52,48.56,42.0,65.8,24.29,64.87,66.51,19.11,45.42,43.0,69.98,17.64,62.16,67.15,0.0,44.0,46.0,65.4,18.67,60.34,63.92,3.17,38.68,55.0,51.11,11.81,57.85,76.63,5.81,,,,,,,
IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,49.98,30.0,49.93,39.07,68.47,58.6,37.34,50.07,35.0,56.48,34.43,67.43,58.58,34.53,47.8,32.0,56.67,26.51,78.07,58.09,14.26,45.17,41.0,56.87,28.54,64.68,57.57,8.53,43.07,34.0,45.8,25.07,64.33,78.65,10.8,62.29,43,64.79,62.32,100.0,86.19,0.0
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,49.3,31.0,59.27,34.73,68.77,52.55,20.97,50.93,30.0,69.15,30.32,71.21,46.6,21.87,48.08,30.0,66.49,26.97,72.39,51.98,3.58,46.56,34.0,64.21,22.89,72.84,51.76,6.82,,,,,,,,,,,,,,
IR-O-U-0027,Osmania University,Hyderabad,Telangana,49.16,32.0,52.04,28.16,79.86,51.62,39.67,51.15,29.0,55.95,25.56,86.42,55.22,39.0,49.86,26.0,58.2,24.95,92.09,55.68,9.26,48.02,28.0,55.09,25.9,93.35,44.69,5.76,45.52,23.0,46.63,20.56,91.98,58.41,11.16,65.4,33,50.43,63.75,100.0,74.25,86.0
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,49.09,33.0,58.71,27.32,67.45,51.68,46.34,49.22,36.0,63.66,22.69,68.36,51.63,44.76,48.54,28.0,66.72,22.18,71.17,49.75,26.65,48.25,27.0,65.74,22.27,70.4,53.19,24.5,33.66,97.0,38.56,18.92,49.32,61.29,4.17,60.63,49,35.42,71.36,100.0,67.08,64.0
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,48.79,34.0,63.04,19.39,66.7,70.04,37.19,50.2,33.0,70.68,18.74,66.64,69.78,30.7,46.97,34.0,70.32,15.74,65.48,70.26,10.24,45.76,37.0,69.0,17.24,61.89,68.65,6.47,,,,,,,,,,,,,,
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,48.57,35.0,54.19,14.23,83.55,75.99,37.34,46.32,55.0,52.72,12.82,85.27,75.87,20.18,43.22,61.0,50.4,11.67,84.87,72.01,4.33,41.88,64.0,47.08,14.16,82.05,66.66,4.3,38.74,53.0,37.11,9.99,82.16,74.26,7.46,66.37,29,65.96,50.68,100.0,84.45,86.0
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,48.57,35.0,58.89,30.78,64.62,55.99,31.52,48.73,41.0,65.54,24.52,64.0,55.66,33.54,44.7,50.0,67.17,19.07,63.8,57.15,3.58,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,48.37,37.0,61.2,12.32,77.33,72.28,36.09,50.1,34.0,64.38,11.4,80.01,75.54,38.16,46.82,35.0,65.17,9.97,79.76,71.16,12.14,47.46,32.0,68.98,9.77,78.3,71.56,10.18,43.71,31.0,51.92,6.59,76.5,85.16,23.31,,,,,,,
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,48.22,38.0,61.83,18.5,64.52,72.16,40.04,48.35,43.0,70.05,14.11,63.35,72.57,31.82,43.65,56.0,70.01,9.43,61.03,72.88,3.19,44.62,44.0,69.88,12.46,60.9,71.23,6.11,37.67,61.0,44.8,8.92,60.44,80.33,14.31,,,,,,,
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,48.21,39.0,64.39,27.23,62.97,57.57,23.67,50.45,32.0,77.94,26.47,61.22,44.84,24.1,49.91,25.0,79.82,25.85,61.38,53.38,5.8,52.73,15.0,83.08,29.71,62.7,59.66,3.93,,,,,,,,72.24,16,78.12,66.52,87.18,65.64,80.0
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.17,40.0,54.06,34.0,64.82,64.68,23.23,48.77,39.0,60.75,30.41,65.23,64.31,19.47,45.58,41.0,59.17,27.15,65.86,62.79,2.41,44.34,45.0,52.38,29.43,65.31,63.14,4.3,41.3,44.0,42.32,22.17,65.64,77.13,11.08,62.46,42,79.83,53.27,100.0,81.37,0.0
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,48.02,41.0,57.82,27.62,69.75,60.64,23.67,52.6,21.0,69.79,28.48,73.16,61.71,23.16,51.73,18.0,69.64,29.92,74.12,63.52,6.86,50.31,23.0,67.67,32.29,74.48,52.2,2.01,44.84,26.0,52.44,27.86,73.99,57.57,1.87,71.44,18,85.66,83.52,100.0,48.95,0.0
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,48.01,42.0,54.52,29.82,65.95,59.25,36.07,48.06,45.0,57.71,28.86,66.91,54.62,32.53,44.89,47.0,55.99,24.33,66.89,54.61,19.51,40.52,70.0,47.77,24.12,62.86,48.83,15.04,,,,,,,,,,,,,,
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.6,43.0,64.76,15.7,81.28,56.13,15.9,48.21,44.0,68.05,13.4,83.9,55.67,14.18,,,,,,,,,,,,,,,,,,,,,,54.01,73,29.23,59.6,100.0,66.7,64.0
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,47.37,44.0,54.37,29.63,70.28,52.7,28.41,45.02,62.0,50.14,27.78,67.84,51.36,29.39,41.42,65.0,47.22,26.88,64.8,47.56,14.84,40.53,69.0,47.72,24.36,62.94,44.19,18.88,35.42,86.0,40.34,16.39,62.76,56.64,1.89,66.35,30,54.6,68.19,87.91,60.64,92.0
IR-O-U-0052,Gauhati University,Guwahati,Assam,47.35,45.0,55.17,19.05,83.56,58.4,25.34,47.1,47.0,59.87,17.04,81.09,55.87,22.2,45.57,42.0,66.09,18.08,74.7,44.24,9.59,45.44,39.0,64.91,19.8,74.9,44.44,6.11,44.42,27.0,50.65,16.84,89.89,59.41,2.48,68.58,22,63.04,66.51,100.0,77.74,64.0
IR-O-U-0056,Tezpur University,Tezpur,Assam,47.27,46.0,58.32,30.02,61.65,52.17,32.14,48.77,39.0,62.03,30.34,63.23,49.21,34.88,48.47,29.0,66.92,30.1,63.47,50.99,15.71,48.0,29.0,66.61,30.54,65.26,47.3,10.82,43.78,30.0,51.89,28.83,62.76,63.05,7.09,84.31,5,83.81,86.64,87.15,76.76,86.0
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,47.17,47.0,64.83,18.35,61.13,64.73,35.23,51.32,28.0,76.71,16.92,67.48,60.92,36.4,47.34,33.0,73.84,16.57,70.49,55.04,6.15,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,46.97,48.0,60.49,19.51,77.03,50.12,25.52,46.99,48.0,60.25,18.51,79.14,49.47,25.82,44.19,53.0,59.82,18.33,79.2,47.36,1.63,43.96,47.0,62.39,20.08,77.61,36.99,0.0,36.32,73.0,47.85,16.74,66.95,35.44,0.1,,,,,,,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,46.74,49.0,65.15,14.45,63.29,61.56,40.41,47.92,46.0,75.2,9.71,63.68,63.64,33.54,45.11,46.0,77.38,7.61,62.46,63.71,7.56,43.15,52.0,76.37,8.25,56.74,62.9,1.22,40.59,47.0,64.52,4.9,60.27,65.47,11.61,,,,,,,
IR-O-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,46.52,50.0,56.74,21.81,65.2,73.06,26.14,42.57,72.0,56.17,17.23,60.48,63.6,20.87,,,,,,,,,,,,,,,,,,,,,,60.27,52,82.53,48.96,100.0,72.87,0.0
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.44,51.0,55.4,24.41,67.59,67.94,21.9,45.67,59.0,59.45,18.56,66.96,66.89,21.87,46.32,36.0,68.09,17.76,64.96,72.53,3.19,50.74,21.0,70.22,29.22,63.76,79.16,2.4,46.45,21.0,59.33,23.12,63.42,86.49,3.79,,,,,,,
IR-O-U-0747,Chandigarh University,Mohali,Punjab,46.15,52.0,57.48,14.24,63.4,75.44,44.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,45.67,53.0,40.78,28.63,76.11,53.77,42.52,46.58,51.0,44.31,30.06,77.12,53.04,35.48,43.69,55.0,46.51,29.38,74.72,54.02,5.8,42.36,59.0,44.09,31.78,70.3,48.22,7.17,35.83,80.0,28.85,25.31,72.44,46.25,4.65,,,,,,,
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,45.61,54.0,51.21,19.87,79.19,50.61,33.9,48.84,38.0,61.83,21.53,76.24,48.81,37.0,44.88,48.0,62.46,23.6,69.63,44.79,6.51,43.44,49.0,60.43,25.94,61.66,50.03,2.01,41.48,42.0,45.88,24.43,68.72,64.57,1.94,55.93,63,46.08,80.18,0.0,66.93,0.0
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,45.44,55.0,63.31,14.77,63.13,60.92,32.97,46.01,57.0,66.87,12.44,64.13,62.44,31.47,43.63,57.0,68.83,11.68,64.22,65.21,1.22,42.8,55.0,65.29,12.61,63.9,65.69,0.81,33.6,98.0,40.46,8.45,63.88,55.34,6.1,54.04,72,56.18,34.16,100.0,63.42,90.0
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,45.0,56.0,59.5,19.37,63.5,59.14,27.3,46.11,56.0,68.11,16.4,62.82,60.52,21.54,44.45,52.0,69.46,14.05,61.53,64.61,6.15,43.68,48.0,69.21,12.55,60.17,71.18,0.0,37.95,60.0,59.15,9.43,47.7,73.23,5.24,,,,,,,
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,44.63,57.0,54.74,29.92,53.67,47.8,37.19,46.41,53.0,63.49,28.38,50.92,46.57,40.09,43.41,60.0,60.74,29.05,48.92,42.77,24.17,41.63,67.0,57.01,29.21,48.45,34.45,26.3,35.14,88.0,39.08,27.22,46.39,51.66,8.03,,,,,,,
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.36,58.0,39.94,30.1,72.4,58.18,30.52,45.82,58.0,45.97,28.85,73.14,58.52,28.88,44.88,48.0,47.92,26.63,73.31,59.3,19.25,42.36,59.0,46.64,26.49,69.92,49.6,14.76,42.7,37.0,44.07,26.33,72.73,65.61,4.67,74.44,13,70.64,79.93,97.6,56.05,80.0
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,44.24,59.0,55.53,16.31,74.61,51.63,26.14,46.88,49.0,65.03,15.19,75.6,53.4,23.48,45.99,39.0,67.86,14.53,75.72,54.75,6.51,42.34,61.0,64.85,13.43,70.21,43.1,5.03,40.51,48.0,53.99,11.83,71.52,61.35,3.24,72.41,15,80.4,58.31,100.0,71.8,92.0
IR-O-U-0251,Calicut University,Malappuram,Kerala,44.13,60.0,63.32,16.64,63.32,54.77,20.01,46.37,54.0,66.18,17.39,69.3,53.19,21.21,42.22,64.0,56.32,16.46,71.53,53.45,7.22,40.06,73.0,56.36,12.73,68.89,49.73,5.76,38.45,57.0,50.3,8.81,72.68,57.08,4.74,,,,,,,
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,44.05,61.0,64.06,10.35,60.07,66.19,31.02,45.24,61.0,73.22,7.13,60.79,59.68,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.33,62.0,47.55,27.51,63.87,65.97,14.49,41.69,78.0,57.28,16.44,62.61,67.68,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.32,63.0,61.71,24.77,57.68,48.43,10.04,45.58,60.0,63.88,26.14,56.9,42.62,29.39,45.2,45.0,63.94,28.11,57.1,41.36,20.28,42.98,54.0,61.57,28.03,49.87,45.12,16.18,36.04,77.0,43.14,25.87,47.93,54.17,3.33,,,,,,,
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,42.76,64.0,49.51,26.16,73.81,36.58,16.35,46.84,50.0,58.41,27.29,75.58,40.84,19.3,46.27,37.0,60.65,26.07,74.79,41.39,11.52,47.62,31.0,63.49,27.44,72.24,53.87,5.03,48.19,19.0,53.56,25.23,86.74,67.26,4.71,76.11,11,61.85,79.29,100.0,78.89,90.0
IR-O-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,42.63,65.0,47.93,15.81,71.24,71.6,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,42.52,66.0,49.65,17.53,72.91,45.77,32.01,46.55,52.0,64.78,16.33,72.53,45.63,31.47,40.43,74.0,56.5,16.51,70.92,41.52,2.02,43.19,51.0,65.22,18.9,69.46,39.44,1.22,37.23,63.0,44.96,17.36,71.1,42.5,0.59,55.7,64,69.44,75.15,5.685,30.16,0.0
